0000-1-3593-05,초급일본어1,교선,김경화,월,"5,6",,
0000-1-3593-06,초급일본어1,교선,강경완,화,"5,6",,
0000-1-3593-07,초급일본어1,교선,성호현,목,"5,6",,
0000-1-3696-01,초급일본어2,교선,최정아,월,4 ,수,3 
0000-1-3696-02,초급일본어2,교선,최정아,월,6 ,수,5 
0000-1-3696-03,초급일본어2,교선,이승영,수,3 ,화,3 
0000-1-3696-04,초급일본어2,교선,박현정,화,3 ,목,4 
0000-1-3696-05,초급일본어2,교선,최경옥,금,"3,4",,
0000-1-3696-06,초급일본어2,교선,김희성,수,"1,2",,
0000-1-3696-07,초급일본어2,교선,이지은,화,"1,2",,
0000-1-3696-08,초급일본어2,교선,김경수,목,"5,6",,
0000-1-3697-01,프랑스어2,교선,임민지,수,"1,2",,
0000-2-2419-01,HSK연습,교선,나상진,수,"1,2",,
0000-2-5219-01,JPT연습,교선,권혁인,화,4 ,목,3 
0000-2-4052-01,세계문화의이해,교선,이정은,목,"1,2",,
0000-2-4052-02,세계문화의이해,교선,장봄,화,"5,6",,
0000-2-3349-01,스크린일본어,교선,최태화,월,"7,8,9",,
0000-2-3349-02,스크린일본어,교선,"후지무라
마이",금,"3,4",,
0000-2-5367-01,스크린중국어회화,교선,정소영,목,"1,2",,
0000-2-5367-02,스크린중국어회화,교선,곡효운,화,1 ,목,2 
0000-2-5367-03,스크린중국어회화,교선,이명숙,월,3 ,수,4 
0000-2-5689-01,실용일본어문법,교선,이승영,수,4 ,월,1 
0000-2-6526-01,실용중국어문법,교선,곡효운,,,,
0000-2-6023-01,실전일본어회화,교선,"후지무라
마이",월,3 ,수,4 
0000-2-6023-02,실전일본어회화,교선,"후지무라
마이",월,4 ,수,3 
0000-2-6023-03,실전일본어회화,교선,"다와라기
하루미",화,5 ,목,6 
0000-2-6023-04,실전일본어회화,교선,"다와라기
하루미",화,6 ,목,5 
0000-2-8653-01,중국문화지리,교선,전보옥,화,6 ,목,5 
0000-2-6022-01,중국어커뮤니케이션,교선,김수정,월,1 ,수,2 
0000-2-8594-01,현대중국의문화트랜드,교선,곡효운,화,"5,6",,
0000-2-8594-02,현대중국의문화트랜드,교선,박현곤,월,3 ,수,4 
0000-1-6588-01,Jazz Rock Ensemble,교선,노정진,목,"1,2",,
0000-1-3223-01,골프,교선,설수황,목,"3,4",,
0000-1-3223-02,골프,교선,설수황,목,"5,6",,
0000-1-6049-01,교양음악실기1(바이올린),교선,배윤진,월,"5,6",,
0000-1-6054-01,교양음악실기1(클래식기타),교선,유태성,화,"5,6",,
0000-1-6051-01,교양음악실기1(플루트),교선,조선낭,화,"5,6",,
0000-1-0387-01,농구,교선,유정완,화,"3,4",,
0000-1-0387-02,농구,교선,유정완,화,"5,6",,
0000-1-5678-01,대중문화와삶,교선,김서영,월,"7,8,9",,
0000-1-5378-01,댄스스포츠,교선,진지형,월,"3,4",,
0000-1-5378-02,댄스스포츠,교선,진지형,월,"5,6",,
0000-1-8127-01,드로잉,교선,김문석,수,"5,6",,
0000-1-8127-02,드로잉,교선,김문석,목,"5,6",,
0000-1-7730-01,라인댄스,교선,이주원,목,"3,4",,
0000-1-7730-02,라인댄스,교선,이주원,목,"5,6",,
